particle_id,vx,vy,vz,px,py,pz,q,n_hits,hit_id_0,x_0,y_0,z_0,rho_0,eta_0,phi_0,volume_id_0,layer_id_0,module_id_0,value_0,hit_id_1,x_1,y_1,z_1,rho_1,eta_1,phi_1,volume_id_1,layer_id_1,module_id_1,value_1,hit_id_2,x_2,y_2,z_2,rho_2,eta_2,phi_2,volume_id_2,layer_id_2,module_id_2,value_2,hit_id_3,x_3,y_3,z_3,rho_3,eta_3,phi_3,volume_id_3,layer_id_3,module_id_3,value_3,hit_id_4,x_4,y_4,z_4,rho_4,eta_4,phi_4,volume_id_4,layer_id_4,module_id_4,value_4,hit_id_5,x_5,y_5,z_5,rho_5,eta_5,phi_5,volume_id_5,layer_id_5,module_id_5,value_5,hit_id_6,x_6,y_6,z_6,rho_6,eta_6,phi_6,volume_id_6,layer_id_6,module_id_6,value_6,hit_id_7,x_7,y_7,z_7,rho_7,eta_7,phi_7,volume_id_7,layer_id_7,module_id_7,value_7,hit_id_8,x_8,y_8,z_8,rho_8,eta_8,phi_8,volume_id_8,layer_id_8,module_id_8,value_8,hit_id_9,x_9,y_9,z_9,rho_9,eta_9,phi_9,volume_id_9,layer_id_9,module_id_9,value_9,hit_id_10,x_10,y_10,z_10,rho_10,eta_10,phi_10,volume_id_10,layer_id_10,module_id_10,value_10,hit_id_11,x_11,y_11,z_11,rho_11,eta_11,phi_11,volume_id_11,layer_id_11,module_id_11,value_11,hit_id_12,x_12,y_12,z_12,rho_12,eta_12,phi_12,volume_id_12,layer_id_12,module_id_12,value_12,hit_id_13,x_13,y_13,z_13,rho_13,eta_13,phi_13,volume_id_13,layer_id_13,module_id_13,value_13,hit_id_14,x_14,y_14,z_14,rho_14,eta_14,phi_14,volume_id_14,layer_id_14,module_id_14,value_14,hit_id_15,x_15,y_15,z_15,rho_15,eta_15,phi_15,volume_id_15,layer_id_15,module_id_15,value_15,hit_id_16,x_16,y_16,z_16,rho_16,eta_16,phi_16,volume_id_16,layer_id_16,module_id_16,value_16,hit_id_17,x_17,y_17,z_17,rho_17,eta_17,phi_17,volume_id_17,layer_id_17,module_id_17,value_17,hit_id_18,x_18,y_18,z_18,rho_18,eta_18,phi_18,volume_id_18,layer_id_18,module_id_18,value_18,hit_id_19,x_19,y_19,z_19,rho_19,eta_19,phi_19,volume_id_19,layer_id_19,module_id_19,value_19
4503668346847232.0,0.017229799181222916,-0.01551899965852499,13.85099983215332,-0.5059919953346252,-1.5952299833297732,1.7287299633026123,-1.0,10.0,21080.0,-9.593170166015623,-30.948200225830078,47.31689834594727,32.400924682617195,-0.2919135391712189,-1.871379256248474,8.0,2.0,116.0,0.42361658811569214,29825.0,-20.949499130249023,-69.14260101318361,88.5094985961914,72.24666595458984,-0.2860545516014099,-1.864993691444397,8.0,4.0,263.0,0.42781537771224976,36239.0,-32.73929977416992,-111.28800201416016,133.75700378417972,116.00379943847656,-0.27860763669013977,-1.8569101095199585,8.0,6.0,427.0,0.4330057501792908,42732.0,-46.62530136108398,-164.34100341796875,190.37399291992188,170.82705688476562,-0.2696586549282074,-1.8472425937652588,8.0,8.0,718.0,0.4559769034385681,73578.0,-66.41480255126953,-248.8939971923828,280.20001220703125,257.60269165039057,-0.2550446391105652,-1.8315602540969849,13.0,2.0,529.0,2.0,80507.0,-87.08999633789062,-353.3349914550781,389.7999877929688,363.9097290039063,-0.23709003627300265,-1.8124592304229736,13.0,4.0,796.0,2.0,87019.0,-108.08799743652344,-488.6449890136719,531.2000122070311,500.4567260742188,-0.2143338173627853,-1.7884904146194458,13.0,6.0,1187.0,2.0,93263.0,-124.35199737548828,-646.1209716796875,695.2000122070312,657.978515625,-0.1878836005926132,-1.7609307765960691,13.0,8.0,1757.0,2.0,109032.0,-132.27000427246094,-813.780029296875,872.5999755859375,824.4594116210938,-0.1597520411014557,-1.7319250106811523,17.0,2.0,2187.0,2.0,114355.0,-128.87100219726562,-1016.4099731445312,1078.5999755859377,1024.5472412109377,-0.12545393407344818,-1.6969137191772459,17.0,4.0,3075.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4503805785800704.0,0.017229799181222916,-0.01551899965852499,13.85099983215332,30.09670066833496,8.19713020324707,109.32599639892578,1.0,10.0,23327.0,30.89830017089844,8.385250091552733,126.01200103759766,32.015892028808594,0.8564737439155579,0.26499971747398376,8.0,2.0,137.0,1.0726091861724854,31214.0,70.05159759521484,19.006500244140625,268.2130126953125,72.5842514038086,0.8564843535423279,0.26494309306144714,8.0,4.0,338.0,1.117110013961792,38490.0,112.38999938964844,30.461000442504886,421.9320068359375,116.44477081298828,0.8565354943275452,0.26467108726501465,8.0,6.0,705.0,1.0814006328582764,46229.0,162.00399780273438,43.8301010131836,602.0,167.82839965820312,0.856619656085968,0.2642239332199097,9.0,2.0,59.0,0.2731100022792816,75502.0,250.73399353027344,67.60880279541016,924.0,259.689208984375,0.8567780256271362,0.2633795738220215,13.0,2.0,782.0,3.0,94922.0,330.9830017089844,88.98539733886719,1215.5,342.73626708984375,0.8569161295890808,0.26264140009880066,14.0,2.0,93.0,1.0,96338.0,410.55999755859375,110.12200164794922,1504.5,425.07220458984375,0.8570253849029541,0.2620556652545929,14.0,4.0,94.0,1.0,97660.0,494.114990234375,132.19500732421878,1804.5,511.4930419921875,0.8571442961692809,0.26141661405563354,14.0,6.0,94.0,1.0,98890.0,588.7899780273438,157.14500427246094,2148.5,609.3998413085938,0.8572559952735901,0.26081541180610657,14.0,8.0,92.0,1.0,117250.0,811.9310302734375,215.64300537109372,2944.5,840.0797119140625,0.8574808239936829,0.25959950685501104,18.0,12.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4503874505277440.0,0.017229799181222916,-0.01551899965852499,13.85099983215332,24.123199462890625,6.502429962158202,88.15750122070312,1.0,10.0,23360.0,30.927600860595703,8.30165958404541,126.80599975585938,32.02239990234375,0.8569908738136292,0.2622407972812653,8.0,2.0,137.0,1.1186723709106443,31213.0,70.13819885253906,18.81999969482422,270.05801391601557,72.61927795410156,0.8570073843002319,0.26215222477912903,8.0,4.0,338.0,1.137643575668335,38484.0,112.53600311279295,30.15279960632324,424.9230041503906,116.50554656982422,0.8570748567581177,0.261790007352829,8.0,6.0,705.0,1.1238800287246704,46213.0,161.03199768066406,43.036598205566406,602.0,166.68368530273438,0.8571935296058655,0.261151522397995,9.0,2.0,59.0,0.3212929964065552,75503.0,250.8029937744141,66.81169891357422,930.0,259.54949951171875,0.8573430776596069,0.2603451609611511,13.0,2.0,782.0,3.0,94919.0,328.9830017089844,87.30079650878906,1215.5,340.3692626953125,0.8575200438499451,0.25938740372657776,14.0,2.0,93.0,1.0,96341.0,408.6530151367188,108.072998046875,1504.5,422.70208740234375,0.8576756119728088,0.2585425078868866,14.0,4.0,94.0,1.0,97662.0,490.5660095214844,129.34100341796878,1804.5,507.33038330078125,0.8578137159347534,0.25779014825820923,14.0,6.0,94.0,2.0,98887.0,584.7340087890625,153.73899841308594,2148.5,604.60693359375,0.857939600944519,0.25710237026214605,14.0,8.0,92.0,1.0,117253.0,802.4329833984375,210.08399963378903,2944.5,829.4781494140625,0.8581293821334839,0.2560615539550781,18.0,12.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4503943224754176.0,0.017229799181222916,-0.01551899965852499,13.85099983215332,0.6343119740486145,-0.05867499858140945,2.1024200916290283,-1.0,9.0,23232.0,31.845399856567386,-2.478399991989136,119.30500030517578,31.94169616699219,0.8792402744293213,-0.07766943424940109,8.0,2.0,136.0,1.074357986450195,31192.0,71.78600311279297,-4.306729793548584,251.5890045166016,71.91507720947266,0.8801038861274719,-0.05992218106985092,8.0,4.0,336.0,1.0293558835983276,38188.0,115.84600067138672,-4.613349914550781,397.1199951171875,115.93782806396484,0.880813479423523,-0.03980209305882454,8.0,6.0,650.0,1.0440685749053955,94855.0,360.885986328125,26.22800064086914,1215.5,361.8377990722656,0.879512369632721,0.07254914194345474,14.0,2.0,86.0,1.0,96284.0,445.7449951171875,49.1505012512207,1504.5,448.44659423828125,0.8771073222160339,0.10982230305671692,14.0,4.0,87.0,1.0,97629.0,532.31201171875,77.66290283203125,1801.5,537.9475708007811,0.873946487903595,0.1448751538991928,14.0,6.0,91.0,2.0,98864.0,629.156005859375,114.9980010986328,2145.5,639.5794067382812,0.8698026537895203,0.18078571557998654,14.0,8.0,89.0,1.0,116756.0,738.3480224609375,159.1020050048828,2544.5,755.2954711914062,0.8654180765151978,0.21223849058151245,18.0,10.0,52.0,2.0,117251.0,857.5659790039062,199.4550018310547,2944.5,880.4554443359375,0.8628707528114319,0.22851993143558505,18.0,12.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4504286822137856.0,0.017229799181222916,-0.01551899965852499,13.85099983215332,0.13095499575138092,-0.2052920013666153,0.11225499957799913,1.0,8.0,21379.0,16.172000885009766,-27.709800720214844,28.65719985961914,32.083744049072266,0.4848365783691406,-1.042507886886597,8.0,2.0,118.0,0.35895344614982605,28977.0,33.07509994506836,-63.82389831542969,47.19260025024414,71.88499450683594,0.4452528655529022,-1.0926756858825684,8.0,4.0,235.0,0.330160915851593,35591.0,47.74819946289063,-105.39900207519531,67.18309783935547,115.71015167236328,0.401758074760437,-1.1454310417175293,8.0,6.0,381.0,0.35737287998199463,42301.0,59.71689987182617,-160.8090057373047,93.331298828125,171.53904724121094,0.3414504826068878,-1.2152268886566162,8.0,8.0,648.0,0.35409197211265564,72667.0,63.14519882202149,-251.11700439453125,134.80000305175778,258.93447875976557,0.24151086807250974,-1.3244465589523315,13.0,2.0,452.0,3.0,79785.0,37.28400039672852,-362.53399658203125,188.6000061035156,364.4461669921875,0.10212554037570952,-1.4683138132095337,13.0,4.0,687.0,4.0,86418.0,-47.54079818725586,-495.1400146484375,261.60000610351557,497.4170837402344,-0.0954303815960884,-1.6665177345275881,13.0,6.0,1033.0,6.0,92436.0,-262.3309936523437,-610.2449951171875,377.7999877929688,664.2412719726562,-0.38532689213752747,-1.9767915010452268,13.0,8.0,1447.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4504355541614592.0,0.017229799181222916,-0.01551899965852499,13.85099983215332,1.1135300397872925,0.17938600480556488,-0.5686579942703247,-1.0,10.0,19815.0,31.936199188232425,5.4166998863220215,-2.4638500213623047,32.39230728149414,0.8713818788528442,0.1680111289024353,8.0,2.0,105.0,0.33530867099761963,28085.0,70.53569793701172,12.709799766540527,-22.259700775146484,71.67163848876953,0.870121955871582,0.17827659845352173,8.0,4.0,209.0,0.34922781586647034,34983.0,114.01300048828124,21.95509910583496,-44.5890007019043,116.107666015625,0.8685591220855713,0.19023798406124115,8.0,6.0,340.0,0.341753363609314,40713.0,168.04100036621094,35.02360153198242,-72.49089813232422,171.6520538330078,0.8664195537567139,0.20548129081726074,8.0,8.0,432.0,0.2997643053531647,71657.0,251.5110015869141,58.5620002746582,-115.5999984741211,258.23883056640625,0.8628310561180115,0.2287646979093552,13.0,2.0,382.0,2.0,78116.0,348.56201171875,91.00370025634766,-167.0,360.2459411621094,0.8582528829574585,0.2553824484348297,13.0,4.0,479.0,2.0,84681.0,480.947998046875,145.1929931640625,-238.6000061035156,502.3862915039063,0.8508750796318054,0.29318907856941223,13.0,6.0,667.0,3.0,90397.0,621.4860229492188,216.6649932861328,-316.79998779296875,658.170654296875,0.8414072394371033,0.3354485332965851,13.0,8.0,771.0,3.0,106029.0,761.5549926757812,303.9219970703125,-395.7999877929688,819.9600830078125,0.8300997018814087,0.3797137439250946,17.0,2.0,788.0,3.0,110868.0,924.1190185546876,428.1159973144531,-498.7999877929688,1018.4690551757812,0.8143282532691956,0.4338337481021881,17.0,4.0,847.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4504424261091328.0,0.017229799181222916,-0.01551899965852499,13.85099983215332,1.0527000427246094,0.02728749997913837,0.13188700377941132,1.0,10.0,21721.0,31.51959991455078,0.5365309715270996,17.8085994720459,31.52416610717773,0.8812711238861084,0.01702049374580383,8.0,2.0,120.0,0.3304300010204315,29119.0,71.09020233154297,0.4786620140075684,22.86359977722168,71.09181213378906,0.8813575506210327,0.0067330622114241115,8.0,4.0,240.0,0.2913758158683777,35728.0,115.03099822998048,-0.6269369721412659,28.55940055847168,115.03270721435548,0.8813629746437073,-0.0054501029662787906,8.0,6.0,390.0,0.3129003643989563,41865.0,171.2899932861328,-3.7114200592041016,35.87049865722656,171.3302001953125,0.8812076449394226,-0.02166407555341721,8.0,8.0,585.0,0.32520008087158203,72208.0,262.56298828125,-12.48169994354248,47.4000015258789,262.8594970703125,0.8805757761001587,-0.047502163797616966,13.0,2.0,420.0,1.0,79470.0,356.5870056152344,-26.55190086364746,59.20000076293945,357.57415771484375,0.8794201016426086,-0.07432405650615692,13.0,4.0,644.0,2.0,85788.0,495.62799072265625,-57.34159851074219,77.19999694824219,498.93402099609375,0.8766804337501526,-0.11518274247646333,13.0,6.0,896.0,2.0,91615.0,649.3569946289062,-105.31199645996094,97.5999984741211,657.8412475585938,0.8722244501113892,-0.16077904403209686,13.0,8.0,1171.0,2.0,107367.0,804.1790161132812,-170.64199829101562,119.1999969482422,822.0842895507812,0.8658884167671204,-0.2090926319360733,17.0,2.0,1376.0,2.0,112302.0,982.114990234375,-270.02099609375,140.8000030517578,1018.5584106445312,0.8558460474014282,-0.2683088183403015,17.0,4.0,1742.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4504561700044800.0,0.017229799181222916,-0.01551899965852499,13.85099983215332,-1.829100012779236,-1.0728100538253784,4.5764198303222665,1.0,10.0,22868.0,-28.18630027770996,-16.381799697875973,84.2114028930664,32.601089477539055,-0.782308042049408,-2.6151134967803955,8.0,2.0,130.0,0.6877948641777039,30489.0,-62.0276985168457,-35.53419876098633,168.10400390625,71.48506927490234,-0.7846660614013672,-2.6213557720184326,8.0,4.0,291.0,0.7395896315574646,37311.0,-101.74099731445312,-57.37110137939453,266.01901245117193,116.8018569946289,-0.7871978282928467,-2.6281452178955083,8.0,6.0,525.0,0.7020682692527771,43938.0,-151.14700317382812,-83.6001968383789,386.8559875488281,172.7263946533203,-0.7902184724807739,-2.6363685131073,8.0,8.0,943.0,0.6976669430732727,74364.0,-226.08099365234372,-121.63800048828124,568.0,256.72634887695307,-0.7943998575210571,-2.6479871273040767,13.0,2.0,604.0,3.0,81682.0,-319.6700134277344,-166.02200317382812,791.5999755859375,360.21136474609375,-0.7995105981826782,-2.6625816822052,13.0,4.0,1013.0,2.0,94223.0,-501.88800048828125,-243.6490020751953,1218.5,557.903564453125,-0.8085668683052063,-2.689640522003174,14.0,2.0,13.0,1.0,95683.0,-623.718994140625,-290.0119934082031,1498.5,687.8461303710938,-0.8138912320137024,-2.7063579559326167,14.0,4.0,13.0,1.0,115677.0,-757.02001953125,-336.9949951171875,1794.5,828.6404418945312,-0.8189185261726379,-2.7227709293365483,18.0,6.0,8.0,1.0,116115.0,-916.1060180664062,-387.718994140625,2152.5,994.7744750976562,-0.8243348598480225,-2.7412264347076416,18.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4504630419521536.0,0.017229799181222916,-0.01551899965852499,13.85099983215332,-0.4155179858207703,-0.5174970030784607,1.9228999614715576,-1.0,10.0,22980.0,-20.047000885009766,-25.78849983215332,108.5270004272461,32.66387939453125,-0.5805677175521851,-2.2315804958343506,8.0,2.0,131.0,0.9517005681991576,31047.0,-42.90010070800781,-57.63819885253906,222.31500244140625,71.8510971069336,-0.5663105249404907,-2.210639476776123,8.0,4.0,325.0,0.9148796796798706,37705.0,-66.76149749755861,-93.79199981689452,347.8699951171875,115.12618255615234,-0.5515117645263672,-2.1894004344940186,8.0,6.0,580.0,0.9490474462509156,74959.0,-135.87399291992188,-219.7270050048828,764.0,258.34414672851557,-0.5042935609817505,-2.124618530273437,13.0,2.0,687.0,3.0,82139.0,-175.38499450683594,-315.9930114746094,1064.5999755859377,361.402099609375,-0.4680167734622955,-2.0774917602539062,13.0,4.0,1130.0,3.0,94374.0,-192.6649932861328,-367.4540100097656,1221.5,414.9002990722656,-0.4491135478019713,-2.053713321685791,14.0,2.0,29.0,2.0,95833.0,-217.7879943847656,-462.0260009765625,1504.5,510.7833557128906,-0.41441610455513,-2.01128363609314,14.0,4.0,32.0,1.0,97161.0,-237.11599731445312,-560.4500122070311,1795.5,608.5459594726562,-0.3804023861885071,-1.971040725708008,14.0,6.0,33.0,1.0,116599.0,-265.7269897460937,-817.1510009765625,2544.5,859.2709350585938,-0.3045187592506409,-1.8851975202560425,18.0,10.0,20.0,2.0,117092.0,-278.2890014648437,-954.7890014648438,2955.5,994.5183715820312,-0.2762940227985382,-1.8544059991836548,18.0,12.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4504699138998272.0,0.017229799181222916,-0.01551899965852499,13.85099983215332,-5.165359973907472,-2.5155301094055176,14.320799827575685,1.0,10.0,22840.0,-28.926300048828125,-14.025699615478516,94.01529693603516,32.147335052490234,-0.8087210655212402,-2.6901164054870605,8.0,2.0,129.0,0.8016219139099121,30495.0,-65.04049682617189,-31.40959930419922,193.88999938964844,72.22762298583984,-0.8092336654663086,-2.6916990280151367,8.0,4.0,291.0,0.8470931053161621,37683.0,-104.02100372314452,-49.93220138549805,301.42999267578125,115.3845443725586,-0.8099933862686157,-2.6940560340881348,8.0,6.0,576.0,0.7944680452346802,44265.0,-155.02699279785156,-73.84049987792969,441.7900085449219,171.71426391601562,-0.8109611868858337,-2.697078227996826,8.0,8.0,1020.0,0.7923327684402466,74665.0,-238.5800018310547,-112.24700164794922,670.5999755859375,263.66607666015625,-0.8124725818634033,-2.701838970184326,13.0,2.0,643.0,3.0,81912.0,-327.5169982910156,-152.11099243164062,913.7999877929688,361.11651611328125,-0.8140289783477783,-2.7067980766296387,13.0,4.0,1068.0,2.0,94207.0,-440.3299865722656,-201.18099975585938,1221.5,484.1118774414063,-0.8159579634666443,-2.7130262851715092,14.0,2.0,11.0,1.0,95662.0,-542.2760009765625,-244.2790069580078,1495.5,594.7566528320312,-0.8175834417343141,-2.7183480262756348,14.0,4.0,10.0,1.0,116120.0,-778.7540283203125,-339.9519958496094,2144.5,849.7206420898438,-0.8210682272911072,-2.7299940586090092,18.0,8.0,8.0,1.0,116548.0,-932.7030029296876,-401.2990112304688,2552.5,1015.3697509765624,-0.8226171731948853,-2.735280513763428,18.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
