,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9
0,31.563100814819336,4.983819961547852,1.503119945526123,70.58380126953125,10.413200378417967,5.829579830169678,115.56099700927734,15.734800338745115,10.78439998626709,170.44900512695312,20.885299682617188,16.859399795532227,261.0889892578125,26.03280067443848,27.0,361.55499267578125,26.88999938964844,37.79999923706055,501.00201416015625,19.368200302124023,52.20000076293945,661.5919799804688,-1.6572500467300415,70.0,815.8380126953125,-34.803600311279304,86.80000305175781,1014.8300170898438,-98.2396011352539,108.4000015258789
1,28.699899673461914,13.172900199890135,6.8091697692871085,66.32070159912111,29.65699958801269,11.459400177001953,106.29900360107422,46.32160186767578,16.46980094909668,157.5780029296875,66.38259887695311,22.881999969482425,242.4770050048828,96.50910186767578,33.0,337.0950012207031,125.7689971923828,45.0,475.8599853515625,160.98599243164062,61.599998474121094,632.1279907226562,189.8580017089844,80.80000305175781,794.4710083007812,207.54600524902344,97.5999984741211,993.572021484375,213.02999877929688,119.1999969482422
2,30.91699981689453,8.331899642944336,-14.661700248718262,70.37809753417969,18.3031005859375,-21.068300247192386,111.98899841308594,28.035600662231445,-27.771900177001953,166.89199829101562,39.73659896850586,-36.5974006652832,251.7879943847656,55.333900451660156,-49.599998474121094,353.2550048828125,69.89920043945311,-66.40000152587889,495.5400085449219,83.20760345458984,-88.0,650.7570190429688,88.41840362548828,-112.0,817.3499755859375,83.40160369873047,-140.8000030517578,1019.469970703125,62.5525016784668,-168.1999969482422
3,28.19129943847656,-15.060799598693848,-1.615630030632019,63.971900939941406,-33.367000579833984,-3.190619945526123,104.5260009765625,-52.81029891967773,-4.934380054473877,155.17999267578125,-75.24859619140625,-6.959380149841309,236.9929962158203,-107.7020034790039,-10.199999809265137,332.78900146484375,-140.3179931640625,-13.800000190734865,469.4840087890625,-176.81500244140625,-19.799999237060547,631.4329833984375,-205.6820068359375,-27.0,793.8930053710938,-220.0319976806641,-37.79999923706055,1000.3499755859376,-217.2740020751953,-37.79999923706055
4,32.534900665283196,3.704360008239746,-8.815629959106445,71.7916030883789,7.536680221557617,-12.551899909973145,115.22200012207031,11.034600257873537,-16.578100204467773,170.74899291992188,14.40250015258789,-21.65730094909668,260.468994140625,17.374900817871097,-29.399999618530273,360.5870056152344,16.61549949645996,-39.0,496.8659973144531,8.90995979309082,-50.79999923706055,659.9879760742188,-10.431900024414062,-65.19999694824219,815.0390014648438,-39.29299926757813,-76.0,1016.280029296875,-92.66349792480469,-97.5999984741211
5,32.53350067138672,3.708559989929199,-0.8281289935112,71.25409698486328,7.652100086212157,1.3653700351715088,114.63800048828124,11.425299644470215,3.921880006790161,170.11099243164062,15.14579963684082,7.151899814605713,260.5570068359375,18.611799240112305,12.600000381469727,360.7860107421875,18.726200103759766,18.600000381469727,500.2489929199219,12.529600143432615,27.0,664.0789794921875,-4.54334020614624,35.400001525878906,819.656982421875,-30.27449989318848,48.599998474121094,1013.8400268554688,-75.69170379638672,54.4000015258789
6,31.86370086669922,-2.1551499366760254,-3.2654900550842285,71.8196029663086,-5.111149787902832,-0.9406239986419678,115.6750030517578,-8.698019981384277,1.6718800067901611,170.36300659179688,-13.68690013885498,4.934380054473877,260.07998657226557,-23.156700134277344,10.199999809265137,357.81500244140625,-35.17729949951172,16.200000762939453,499.0870056152344,-55.96879959106445,24.60000038146973,659.1099853515625,-84.13189697265625,35.400001525878906,811.9860229492188,-115.84400177001952,48.599998474121094,1003.27001953125,-161.96800231933594,54.4000015258789
7,31.897499084472656,-1.5561000108718872,-9.99466037750244,71.72630310058594,-2.8818299770355225,-16.031000137329098,115.76100158691406,-3.5441699028015137,-22.709400177001953,171.73399353027344,-3.1773900985717773,-31.2593994140625,265.5809936523437,0.4919469952583313,-46.20000076293945,356.7820129394531,7.845339775085449,-60.4000015258789,498.7669982910156,26.16559982299805,-82.0,655.4910278320312,57.2943000793457,-107.1999969482422,811.35498046875,99.36900329589844,-130.0,1004.5999755859376,168.80599975585938,-168.1999969482422
8,31.541099548339844,-7.873660087585449,-7.184380054473878,69.74089813232422,-17.108400344848633,-9.659379959106444,112.21600341796876,-27.06419944763184,-12.415599822998047,168.44500732421875,-39.72669982910156,-16.051300048828125,255.45199584960938,-58.14590072631836,-22.200000762939453,351.0880126953125,-76.6521987915039,-28.20000076293945,491.2439880371094,-100.64199829101562,-36.599998474121094,652.9810180664062,-123.76300048828124,-47.4000015258789,807.4940185546875,-141.36199951171875,-54.4000015258789,1004.6099853515624,-157.5469970703125,-65.19999694824219
9,32.30609893798828,4.3588199615478525,-8.038149833679201,71.22360229492188,9.876489639282227,-11.54699993133545,115.8040008544922,16.573400497436527,-15.509400367736815,169.79299926757812,25.26149940490723,-20.346900939941406,262.2080078125,41.67279815673828,-28.20000076293945,356.3940124511719,60.44340133666992,-36.599998474121094,488.906005859375,90.375,-49.599998474121094,643.9299926757812,130.58700561523438,-62.79999923706055,797.1699829101562,176.1020050048828,-76.0,991.3280029296876,241.9830017089844,-97.5999984741211
10,-31.84049987792969,2.5655200481414795,-31.79770088195801,62.42729949951172,34.987098693847656,-84.15660095214844,108.16100311279295,39.39690017700195,-109.83899688720705,167.78799438476562,42.7130012512207,-146.32699584960938,254.5749969482422,57.54869842529297,-176.60000610351562,348.1300048828125,94.29550170898438,-224.6000061035156,491.4079895019531,99.48380279541016,-229.3999938964844,653.6290283203125,112.11799621582031,-207.8000030517578,807.926025390625,144.2209930419922,-179.0,992.6959838867188,224.33599853515625,-97.5999984741211
11,30.980899810791016,-9.01317024230957,12.781499862670898,68.90119934082031,-19.28230094909668,19.633399963378906,111.26799774169922,-29.79369926452637,27.14949989318848,165.8179931640625,-41.83990097045898,36.65710067749024,255.4669952392578,-58.1088981628418,52.20000076293945,350.00799560546875,-70.45110321044922,68.80000305175781,495.60198974609375,-80.13690185546875,94.0,651.5460205078125,-77.52400207519531,121.0,816.8270263671875,-60.56439971923828,151.60000610351562,1021.7999877929688,-18.123300552368164,189.8000030517578
12,30.39789962768555,9.816679954528807,-7.675849914550781,68.96839904785156,21.340599060058594,-15.399499893188475,111.71700286865234,33.04180145263672,-23.962200164794922,166.16400146484375,46.3311996459961,-34.73080062866211,251.072998046875,63.66329956054688,-52.0,353.0880126953125,79.0177001953125,-71.19999694824219,488.9159851074219,90.17530059814452,-97.5999984741211,650.75,90.17829895019531,-127.5999984741211,819.6939697265625,74.60009765625,-157.39999389648438,1022.8599853515624,33.22119903564453,-200.6000061035156
13,32.677600860595696,3.2964200973510738,-9.840840339660645,72.01399993896484,6.620759963989258,-18.5900993347168,115.53199768066406,9.507329940795898,-28.30010032653809,171.2010040283203,11.92240047454834,-40.760398864746094,257.17498779296875,12.910400390625,-60.4000015258789,356.99200439453125,10.075499534606934,-83.19999694824219,501.55499267578125,-2.112809896469116,-115.5999984741211,660.0440063476562,-26.61759948730469,-152.60000610351562,819.260009765625,-63.19580078125,-189.8000030517578,1017.1500244140624,-126.45999908447266,-243.8000030517578
14,31.18009948730469,-5.481820106506348,16.943500518798828,71.60659790039062,-11.86139965057373,26.633100509643555,113.98200225830078,-17.759599685668945,36.73749923706055,170.56900024414062,-24.443700790405273,50.160499572753906,255.0229949951172,-31.80419921875,70.0,354.49200439453125,-36.57519912719727,94.0,495.0490112304688,-35.891998291015625,126.4000015258789,660.5050048828125,-24.099300384521484,164.60000610351562,824.9359741210938,-0.6207759976387024,200.6000061035156,1024.3299560546877,44.58549880981445,254.6000061035156
15,30.02630043029785,9.379260063171387,7.353119850158691,68.7052001953125,20.73150062561035,5.046879768371582,111.2249984741211,32.923900604248054,2.4593698978424072,165.42100524902344,47.986900329589844,-0.8281289935112,253.40499877929688,71.17859649658203,-6.599999904632568,348.1199951171875,94.3748016357422,-12.600000381469727,483.6669921875,124.70600128173828,-21.0,645.198974609375,156.53399658203125,-30.60000038146973,799.5889892578125,182.6009979248047,-37.79999923706055,1000.1400146484376,210.2239990234375,-54.4000015258789
16,32.154098510742195,3.293370008468628,12.276599884033205,71.44519805908203,6.865149974822997,18.22260093688965,114.87100219726562,10.274700164794922,24.816200256347656,170.36199951171875,13.768199920654295,33.269500732421875,260.46600341796875,17.334999084472653,47.4000015258789,357.77899169921875,18.438499450683594,61.599998474121094,497.5190124511719,14.834099769592285,83.19999694824219,662.447998046875,3.025170087814331,108.4000015258789,819.1820068359375,-16.01889991760254,130.0,1021.8900146484376,-52.356300354003906,168.1999969482422
17,31.395700454711914,-10.45069980621338,-7.5692901611328125,68.94139862060547,-22.241300582885746,-10.039899826049805,110.99500274658205,-34.53350067138672,-12.841699600219727,165.2729949951172,-49.15560150146485,-16.465599060058597,251.01400756835938,-69.07939910888672,-22.200000762939453,352.8340148925781,-88.18049621582031,-29.399999618530273,489.37200927734375,-105.7490005493164,-39.0,646.3159790039062,-115.00599670410156,-49.599998474121094,809.9429931640625,-112.2239990234375,-54.4000015258789,1016.8900146484376,-90.28199768066406,-76.0
18,27.9281005859375,-14.46660041809082,3.4884400367736816,65.36199951171875,-29.56889915466309,-5.428060054779053,106.73999786376952,-45.19340133666992,-15.189000129699707,160.42799377441406,-63.85910034179688,-27.58300018310547,247.4459991455078,-90.36979675292969,-47.4000015258789,337.9989929199219,-113.3769989013672,-67.59999847412111,478.0690002441406,-140.31700134277344,-97.5999984741211,643.1110229492188,-158.79200744628906,-133.60000610351562,803.1619873046875,-162.94400024414062,-168.1999969482422,1010.4199829101562,-148.6219940185547,-211.3999938964844
